0,0
-18,-18
-29,-30
-44,-43
-55,-48
-51,-33
-51,-20
-47,-7
-44,13
-41,34
-37,50
-34,63
-38,74
-35,91
-31,107
-22,123
-4,144
24,173
61,204
106,239
156,277
212,316
272,361
338,408
407,465
481,526
561,594
645,668
734,747
829,834
927,932
1033,1036
1142,1153
1259,1278
1383,1417
1514,1564
1654,1716
1802,1877
1961,2042
2128,2210
2301,2385
2481,2559
2663,2737
2855,2914
3051,3089
3247,3264
3443,3442
3640,3623
3838,3808
4038,3994
4236,4184
4431,4382
4627,4581
4819,4785
5229,5203
5428,5406
5627,5605
5819,5804
6005,6001
6192,6198
6378,6395
6565,6590
6755,6785
6948,6982
7139,7182
7334,7385
7535,7591
7743,7807
7954,8026
8164,8251
8373,8477
8579,8703
8783,8922
8984,9138
9182,9352
9377,9567
9574,9778
9770,9990
9973,10195
10173,10404
10382,10606
10596,10812
10813,11016
11031,11227
11245,11437
11453,11646
11653,11850
11844,12051
12037,12239
12222,12429
12403,12617
12585,12808
12765,12998
12950,13196
13136,13399
13326,13601
13519,13803
13731,14019
13925,14213
14128,14400
14326,14591
14525,14778
14713,14970
14905,15158
15091,15352
15277,15544
15463,15738
15648,15943
15828,16139
16008,16326
16185,16511
16368,16696
16556,16882
16747,17068
16942,17255
17137,17446
17332,17639
17526,17832
17719,18026
17908,18218
18092,18409
18271,18598
18454,18784
18639,18974
18827,19164
19009,19356
19192,19551
19376,19746
19563,19946
19753,20148
19943,20353
20138,20556
20333,20760
20532,20965
20734,21168
20936,21372
21135,21576
21353,21796
21545,21996
21744,22193
21940,22391
22135,22587
22330,22782
22524,22978
22725,23174
22925,23372
23128,23572
23332,23778
23542,23981
23748,24186
23959,24389
24165,24589
24369,24786
24572,24984
24775,25183
24981,25385
25191,25592
25401,25805
25609,26016
25818,26228
26029,26441
26244,26656
26460,26876
26678,27097
26897,27318
27115,27541
27336,27765
27553,27992
27770,28215
27977,28435
28183,28647
28385,28855
28588,29059
28788,29264
28988,29462
29185,29661
29407,29884
